,G_loss,G_WGAN_loss,G_L1_loss,D_loss_real,D_loss_fake,D_loss,GP
37,6.820708023707072,0.0,6.820708023707072,0.0,0.0,0.0,0.0
38,6.783163226445516,0.0,6.783163226445516,0.0,0.0,0.0,0.0
39,6.713204266230266,0.0,6.713204266230266,0.0,0.0,0.0,0.0
40,6.644363147417704,0.0,6.644363147417704,0.0,0.0,0.0,0.0
41,6.612307464281718,0.0,6.612307464281718,0.0,0.0,0.0,0.0
42,6.547904594739278,0.0,6.547904594739278,0.0,0.0,0.0,0.0
43,6.501196233431498,0.0,6.501196233431498,0.0,0.0,0.0,0.0
44,6.461902214686076,0.0,6.461902214686076,0.0,0.0,0.0,0.0
45,6.408770475387573,0.0,6.408770475387573,0.0,0.0,0.0,0.0
46,6.370443700154622,0.0,6.370443700154622,0.0,0.0,0.0,0.0
47,6.316052831013997,0.0,6.316052831013997,0.0,0.0,0.0,0.0
48,6.270029808680216,0.0,6.270029808680216,0.0,0.0,0.0,0.0
49,6.234740557670594,0.0,6.234740557670594,0.0,0.0,0.0,0.0
50,6.178085320790609,0.0,6.178085320790609,0.0,0.0,0.0,0.0
51,6.151619873046875,0.0,6.151619873046875,0.0,0.0,0.0,0.0
52,6.09470387617747,0.0,6.09470387617747,0.0,0.0,0.0,0.0
53,6.068197703361511,0.0,6.068197703361511,0.0,0.0,0.0,0.0
54,6.0224649667739865,0.0,6.0224649667739865,0.0,0.0,0.0,0.0
55,5.957889251708984,0.0,5.957889251708984,0.0,0.0,0.0,0.0
56,5.929127968152364,0.0,5.929127968152364,0.0,0.0,0.0,0.0
57,5.9020378128687545,0.0,5.9020378128687545,0.0,0.0,0.0,0.0
58,5.872805705070496,0.0,5.872805705070496,0.0,0.0,0.0,0.0
59,5.827366714477539,0.0,5.827366714477539,0.0,0.0,0.0,0.0
60,0.029637186601758004,-0.02917519023564334,0.05881237654636304,-0.01555712393843957,0.015613324014605799,95.66172256452342,95.66166655285905
61,0.042347531051685414,-0.015324127786637593,0.0576716598123312,-0.008289116722201773,0.008360002134383345,139.22354553923012,139.22347444641093
62,-0.0027659306302666663,-0.05873832451858713,0.05597239260872205,-0.040660933572119876,0.0407217376253296,55.67050885399183,55.67044752368083
63,0.03264234494417906,-0.024618625955190508,0.057260971330106256,-0.029186099515888297,0.029301847268507118,7.634256402204434,7.634140646408001
64,0.07051176186650991,0.01291145848420759,0.05760030287007491,-0.0225401512332337,0.022577363749345145,13.447151906490326,13.447114578764886
65,0.11038081515580415,0.053349151967753035,0.05703166263798873,0.024090700891489784,-0.024189277593754922,1.669562903298065,1.6696614799027643
66,-0.03626056639477611,-0.09317698301359391,0.05691641538093487,-0.05036736790436407,0.05029361659491163,1.7432698686638226,1.7433436121450117
67,0.08600520656133691,0.028673142997649847,0.05733206278334061,0.021756993025531603,-0.02185919450644481,0.8334903090478232,0.8335925037025784
68,0.08168907351791858,0.023553265320758025,0.05813580844551325,-0.00029182267300105496,0.0005023293190849168,0.9680204753593231,0.9678099819847072
69,0.06598339015617967,0.007608067096831898,0.058375322818756105,0.023389375181868673,-0.023013047436640288,0.5978859201539308,0.5975095963726441
70,0.05122558791190386,-0.0066209901357069615,0.0578465781485041,0.012810695172908405,-0.01235028456392077,0.6289887901007508,0.6285283759034549
71,0.08972447824974855,0.03324658090714365,0.056477897738416986,0.018901383674577422,-0.01851254851932026,0.5435226712593187,0.5431338347913698
72,0.050977102915445965,-0.006229810971126426,0.057206914946436885,0.020520813031083284,-0.02007717299241146,0.5743759060356145,0.5739322612962375
73,0.0395802304148674,-0.01861747881193878,0.05819770954549312,0.006300136907157139,-0.0058135201607243895,0.5614082175958902,0.560921599577802
74,0.0925770666760703,0.035147911972308064,0.05742915458977223,0.023925648592582244,-0.023490648392617004,0.4780775699353156,0.47764257175304614
75,0.04745927338177959,-0.009844222004176117,0.05730349558095137,0.011509899246605832,-0.011192039958768874,0.3731385579837176,0.372820701461751
76,0.16175010278820992,0.10465724471384116,0.057092858292162416,0.01633778230495712,-0.01615792835994701,0.3679496978611375,0.367769847366338
77,-0.024656515071789422,-0.08105748477391898,0.05640096999704838,-0.07686246713953247,0.0769249527783298,0.1781136755668558,0.17805119107477366
78,-0.11996877007186413,-0.1765695368257487,0.056600767125686006,-0.19418650945512733,0.19420777317282045,0.07508545658357131,0.07506419318844565
79,-0.03472834719965855,-0.091347324103117,0.056618975661695006,-0.14169637461658569,0.1411326991665798,0.03232766538256934,0.03289134116241864
80,-0.08991662627086043,-0.14706762544810772,0.057151000325878464,-0.17342240492386432,0.17123484844516498,0.01075378956020965,0.012941346032894216
81,-0.3711922938625018,-0.42905480740591884,0.057862514071166514,-0.41921231473485626,0.41518544827898346,0.003565119606209919,0.007591986062858875
82,-0.19965165425091982,-0.25755972798603277,0.05790807195007801,-0.2940623901070406,0.28834439265386513,0.0004028377738238002,0.006120835233790179
83,-0.24610184480746586,-0.30577034956465166,0.059668503267069656,-0.3160716668314611,0.31076973817000786,-0.00025536697319087883,0.005046561685643004
84,-0.05958797354251146,-0.11923774263511101,0.05964976946512858,-0.11332272617223983,0.1080349986650981,-0.000964052228955552,0.004323675283036815
85,-0.11777726896107196,-0.17834737033893663,0.060570101626217364,-0.17473552548675797,0.16950677397292263,-0.0011899420003949974,0.0040388095159626875
86,-0.17442662479976814,-0.23429797586674492,0.05987134960790475,-0.2269722067161153,0.22154271805503717,-0.0017199349659495055,0.0037095536972628906
87,-0.19625889007002115,-0.2558531226444757,0.05959423085053762,-0.2763329850922067,0.27073269976176867,-0.0023364465582805375,0.003263838757799628
88,-0.05309423649062713,-0.11255848011933267,0.059464242123067376,-0.10943266598973424,0.10417268994419525,-0.0026913922569171216,0.0025685837901740644
89,-0.019902604073286055,-0.07981316835697119,0.05991056424876054,-0.08097608373325783,0.07556106073781849,-0.0021951734724765023,0.003219849532858158
90,-0.1863025796910127,-0.2468272482510656,0.06052466786156098,-0.2631267664721236,0.2579744913327158,-0.0025150405413781603,0.002637234598902675
91,-0.15912669685979683,-0.2186188070549785,0.05949210909505685,-0.24271965450840072,0.2373344623571029,-0.0029781898340055096,0.002407002331165131
92,-0.16039417230834563,-0.22145347891685863,0.06105930631359418,-0.2351137310406193,0.23002081767229052,-0.002664126216938409,0.002428787153524657
93,-0.06281692987928787,-0.12240842581207592,0.059591496487458546,-0.1477208998015461,0.14251620988943614,-0.002450216028955765,0.0027544738775274404
94,0.018419680247704188,-0.041637632549585156,0.06005731262266636,-0.07337843731254301,0.06813644638745851,-0.0024415680533275007,0.002800422868070503
95,0.02742816663036744,-0.0335365024395287,0.06096466910094023,-0.033242488213581965,0.028541936674155294,-0.0020088605718531958,0.002691690965827244
96,0.03917836820085843,-0.021256311612281326,0.06043468068043391,-0.028281403279785688,0.023330474167347955,-0.0023359280289150775,0.0026150010844382147
97,0.07899129490057627,0.018253722947944577,0.060737572610378265,-0.006822345130494796,0.0017930609358397002,-0.0025054845198368035,0.002523799670743756
98,0.0987331872805953,0.03837413459550589,0.06035905337582032,0.006643037184840068,-0.01158712177867225,-0.0024547657704291244,0.002489318823306045
99,-0.0034804800525307655,-0.0639713625734051,0.060490883079667886,-0.042136937476558764,0.03728778683803587,-0.0025178608963809285,0.0023312897380674256
100,0.08968786861126622,0.029331479965670346,0.060356388241052626,-0.01946847140721123,0.014474845708076221,-0.00260909208348797,0.0023845336178783326
101,0.06593062374740839,0.006317982139686744,0.05961264247695605,-0.035243753543472846,0.03025212949452301,-0.0026914834949032713,0.0023001405457034707
102,0.07090710836152235,0.011368332529673352,0.05953877692421277,0.008040639117437725,-0.01298499916039873,-0.0027187234359250093,0.0022256366045136627
103,0.06738166849439343,0.006222482887096703,0.06115918426464002,0.03176020770678103,-0.03666440715722274,-0.002664724943266871,0.0022394745130926218
104,0.09014713931828737,0.030604985216632484,0.059542154086132844,0.030684043245273643,-0.035596311044403896,-0.002753714830323588,0.0021585529653627114
105,0.13594065016756454,0.07646615027139585,0.05947450026869774,0.05844840172843154,-0.06348689382871574,-0.0028848686589238543,0.0021536234456289096
106,0.14958589430898428,0.08947349172716107,0.06011240153263012,0.06097202692753247,-0.06596470489108469,-0.0028686510814198603,0.002124026886546441
107,0.1371606070548296,0.07716696943389252,0.05999363716691732,0.05790871774641952,-0.06271465873394239,-0.0027750046137953177,0.002030936370429117
108,0.1843780246252815,0.12342768484571327,0.060950339771807194,0.08872321455147661,-0.09340962946642928,-0.0026446633545371395,0.002041751560367023
109,0.15102132117996614,0.09158777814979355,0.05943354287495216,0.09368088676633003,-0.0986599703055496,-0.003050357962104802,0.00192872557954009
110,0.21094291005283594,0.15145757804469515,0.05948532906671365,0.16435600799818834,-0.16911119679765155,-0.0027654106156357254,0.001989778189648253
111,0.22911727565030257,0.1693776037544012,0.05973967152337233,0.16301546485357296,-0.16787247484297646,-0.0028451026657906674,0.0020119073311798273
112,0.1912088845546047,0.13144377432763577,0.05976511097202698,0.14716118535997036,-0.152179365393337,-0.003101452149179143,0.0019167278873404333
113,0.19162490023300052,0.1318065402874102,0.05981836039572954,0.14131719133583828,-0.14592835935686405,-0.0027220689435489475,0.0018890990758275925
114,0.20249533262103797,0.1429144256748259,0.059580907287697,0.17027984774525975,-0.17505885171315944,-0.0028377344756154344,0.0019412694978139674
115,0.2599230098848542,0.20102717354893684,0.05889583646009366,0.16897390163503587,-0.17400279789542158,-0.003103571766987443,0.0019253244886446434
116,0.22224379206697145,0.16294921248530347,0.05929457911600669,0.19338165244242797,-0.19813691609810727,-0.0028783593099797142,0.001876904337259475
117,0.2502407510454456,0.19171720557690908,0.05852354342738787,0.17405161392331744,-0.17884644123027102,-0.002959751324475898,0.001835075980440403
118,0.1990427763511737,0.13999273364121714,0.05905004317561786,0.1561184035165934,-0.16065062816642844,-0.0026777920980627337,0.0018544325613280913
119,0.29621017289658386,0.23701768399526676,0.05919248921175798,0.22011879873927684,-0.22482225146493875,-0.002849176799451622,0.0018542759215536837
